subject_id,anchor_center_phone_sec,recorder_time_minus_phone_time_sec,envelope_correlation,fitted_lag_sec,residual_sec,correlation_reliable
47,510.0,3.3000000000000003,0.7000566859615774,-14.233333333333336,17.533333333333335,True
47,9333.48,-39.400000000000006,0.7410048805092951,-27.91666666666667,-11.483333333333334,True
47,18156.96,-42.2,0.8020460798807062,-41.6,-0.6000000000000014,True
47,26980.44,-41.6,0.8819223080991331,-55.28333333333333,13.68333333333333,True
47,35803.92,-67.0,0.7817696239207645,-68.96666666666667,1.9666666666666686,True
48,510.0,1.6,0.881963744937643,3.55,-1.9499999999999997,True
48,9138.296,2.0,0.8521812403503254,1.625,0.375,True
48,17766.592,-0.7000000000000001,0.8219363684205684,-0.30000000000000027,-0.3999999999999998,True
48,26394.888,-0.30000000000000004,0.9335575286702634,-2.2249999999999996,1.9249999999999996,True
48,35023.184,-11.200000000000001,0.7291315573438515,-4.15,-7.050000000000001,True
49,510.0,1.0,0.8830155307776215,1.4500000000000004,-0.4500000000000004,True
49,9713.0,-6.0,0.8092763088184896,-5.775,-0.22499999999999964,True
49,18916.0,-13.0,0.8282096776216238,-13.0,0.0,True
49,28119.0,-20.3,0.8615042843108829,-20.225,-0.07499999999999929,True
49,37322.0,-34.1,0.5326977322466931,-27.450000000000003,-6.649999999999999,True
50,510.0,0.8,0.9311139584965183,14.75,-13.95,True
50,10017.336,-5.4,0.8827698115801462,1.5249999999999986,-6.924999999999999,True
50,19524.672,-11.700000000000001,0.9545809363180336,-11.700000000000001,0.0,True
50,29032.007999999998,-32.4,0.6025736337412588,-24.924999999999997,-7.475000000000001,True
50,38539.344,-51.0,0.5290640449642902,-38.15,-12.850000000000001,True
